,index,threads,nrhs,time1,time2
0,0,1.0,1.0,24567.5,3887.7
1,1,1.0,2.0,24477.6,4236.5
2,2,1.0,4.0,24493.4,4096.83
3,3,1.0,8.0,24485.9,4751.6
4,4,1.0,16.0,24806.2,7129.83
5,5,1.0,32.0,26894.9,18411.6
6,6,1.0,64.0,25042.8,35436.0
7,7,1.0,128.0,26041.2,74486.5
8,8,2.0,1.0,32626.7,5067.93
9,9,2.0,2.0,28801.2,5028.23
10,10,2.0,4.0,35920.1,6619.23
11,11,2.0,8.0,36943.1,7393.5
12,12,2.0,16.0,26412.9,9434.87
13,13,2.0,32.0,26115.9,18855.2
14,14,2.0,64.0,27266.9,42540.7
15,15,2.0,128.0,26820.1,86590.6
16,16,4.0,1.0,33346.4,5389.17
17,17,4.0,2.0,36983.1,7139.73
18,18,4.0,4.0,61778.1,11752.0
19,19,4.0,8.0,26670.9,6254.53
20,20,4.0,16.0,25323.9,11670.6
21,21,4.0,32.0,25319.2,24843.8
22,22,4.0,64.0,25370.1,52420.1
23,23,4.0,128.0,25873.2,107575.0
24,24,8.0,1.0,29025.9,4695.0
25,25,8.0,2.0,30602.8,5698.03
26,26,8.0,4.0,28270.8,5843.47
27,27,8.0,8.0,28921.1,9327.13
28,28,8.0,16.0,45740.3,22752.3
29,29,8.0,32.0,27242.4,39745.8
30,30,8.0,64.0,31177.4,84378.4
31,31,8.0,128.0,27902.7,162025.0
32,32,16.0,1.0,34460.8,6179.1
33,33,16.0,2.0,33067.3,6091.03
34,34,16.0,4.0,32384.4,8505.3
35,35,16.0,8.0,118404.0,33505.1
36,36,16.0,16.0,44755.8,39756.4
37,37,16.0,32.0,32967.3,81428.9
38,38,16.0,64.0,31029.2,157197.0
39,39,16.0,128.0,31443.1,298005.0
40,40,32.0,1.0,40929.4,7420.13
41,41,32.0,2.0,43056.1,10439.3
42,42,32.0,4.0,43613.2,17658.9
43,43,32.0,8.0,42904.5,38391.5
44,44,32.0,16.0,46528.1,82809.5
45,45,32.0,32.0,47902.1,154243.0
46,46,32.0,64.0,52566.7,309895.0
47,47,32.0,128.0,55259.2,545791.0
48,48,48.0,1.0,48134.1,9050.17
49,49,48.0,2.0,54499.6,15206.3
50,50,48.0,4.0,49201.7,23493.9
51,51,48.0,8.0,53263.2,51277.7
52,52,48.0,16.0,56348.2,112728.0
53,53,48.0,32.0,50659.0,203940.0
54,54,48.0,64.0,51202.4,371446.0
55,55,48.0,128.0,55677.7,744502.0
56,56,56.0,1.0,55276.1,12651.5
57,57,56.0,2.0,56311.7,15491.4
58,58,56.0,4.0,53550.8,25732.5
59,59,56.0,8.0,64296.1,69937.1
60,60,56.0,16.0,61767.9,127003.0
61,61,56.0,32.0,57925.7,230041.0
62,62,56.0,64.0,55139.6,404225.0
63,63,56.0,128.0,60975.6,679721.0
