,index,threads,nrhs,time1,time2
0,0,1.0,1.0,11132.4,2567.73
1,1,1.0,2.0,11078.4,3008.1
2,2,1.0,4.0,11243.1,3584.3
3,3,1.0,8.0,11384.9,5618.6
4,4,1.0,16.0,12051.4,11208.3
5,5,1.0,32.0,12579.1,30780.5
6,6,1.0,64.0,12847.7,70001.3
7,7,1.0,128.0,12973.5,137072.0
8,8,2.0,1.0,11721.0,2686.87
9,9,2.0,2.0,11945.7,3225.27
10,10,2.0,4.0,12189.4,4194.93
11,11,2.0,8.0,12735.3,7384.67
12,12,2.0,16.0,12936.4,14039.6
13,13,2.0,32.0,13103.4,34136.8
14,14,2.0,64.0,13077.4,75519.3
15,15,2.0,128.0,13205.6,143723.0
16,16,4.0,1.0,13372.1,2927.57
17,17,4.0,2.0,13487.2,3560.1
18,18,4.0,4.0,13782.2,4845.4
19,19,4.0,8.0,13871.0,8704.8
20,20,4.0,16.0,13894.6,15361.1
21,21,4.0,32.0,14271.0,36820.7
22,22,4.0,64.0,14065.8,79056.7
23,23,4.0,128.0,14834.2,147342.0
24,24,8.0,1.0,15499.3,3273.8
25,25,8.0,2.0,15577.7,3969.8
26,26,8.0,4.0,15422.6,5548.27
27,27,8.0,8.0,15463.2,9804.7
28,28,8.0,16.0,15606.5,18139.5
29,29,8.0,32.0,15782.2,45434.6
30,30,8.0,64.0,16142.3,102022.0
31,31,8.0,128.0,16303.2,210901.0
32,32,16.0,1.0,21898.8,4405.83
33,33,16.0,2.0,25531.1,6627.17
34,34,16.0,4.0,21901.8,8787.4
35,35,16.0,8.0,24401.3,16888.4
36,36,16.0,16.0,21970.1,31175.6
37,37,16.0,32.0,21245.3,64247.7
38,38,16.0,64.0,26636.1,148912.0
39,39,16.0,128.0,25002.6,285187.0
40,40,32.0,1.0,35425.6,6153.1
41,41,32.0,2.0,35636.0,8895.13
42,42,32.0,4.0,35652.6,15033.7
43,43,32.0,8.0,35887.0,27720.6
44,44,32.0,16.0,35293.1,54915.1
45,45,32.0,32.0,35897.6,109372.0
46,46,32.0,64.0,35889.2,222160.0
47,47,32.0,128.0,35779.9,432725.0
48,48,48.0,1.0,40515.0,7854.37
49,49,48.0,2.0,42411.1,11930.8
50,50,48.0,4.0,44376.7,22925.9
51,51,48.0,8.0,40733.8,38499.8
52,52,48.0,16.0,41044.2,76037.9
53,53,48.0,32.0,43226.1,160108.0
54,54,48.0,64.0,42193.7,284764.0
55,55,48.0,128.0,43286.4,560560.0
56,56,56.0,1.0,45986.5,8621.2
57,57,56.0,2.0,47242.8,13891.1
58,58,56.0,4.0,48508.2,25107.3
59,59,56.0,8.0,46202.4,47488.2
60,60,56.0,16.0,48039.8,91959.2
61,61,56.0,32.0,47305.2,184233.0
62,62,56.0,64.0,48002.5,304513.0
63,63,56.0,128.0,52192.6,666096.0
