,index,threads,nrhs,time1,time2
0,0,1.0,1.0,523439.0,19595.0
1,1,1.0,2.0,525728.0,25468.0
2,2,1.0,4.0,522443.0,29052.0
3,3,1.0,8.0,527840.0,47291.0
4,4,1.0,16.0,520789.0,84216.0
5,5,1.0,32.0,525006.0,161805.0
6,6,1.0,64.0,524693.0,317324.0
7,7,1.0,128.0,526649.0,655837.0
8,8,2.0,1.0,545935.0,20125.0
9,9,2.0,2.0,539728.0,25852.0
10,10,2.0,4.0,545542.0,29739.0
11,11,2.0,8.0,539584.0,49428.0
12,12,2.0,16.0,545715.0,89178.0
13,13,2.0,32.0,540977.0,170590.0
14,14,2.0,64.0,547648.0,344891.0
15,15,2.0,128.0,540916.0,665149.0
16,16,4.0,1.0,588979.0,20610.0
17,17,4.0,2.0,589559.0,26387.0
18,18,4.0,4.0,588790.0,30722.0
19,19,4.0,8.0,590775.0,51924.0
20,20,4.0,16.0,589973.0,92290.0
21,21,4.0,32.0,592535.0,174691.0
22,22,4.0,64.0,589875.0,354404.0
23,23,4.0,128.0,593356.0,689089.0
24,24,8.0,1.0,715796.0,21051.0
25,25,8.0,2.0,714043.0,27384.0
26,26,8.0,4.0,716074.0,32620.0
27,27,8.0,8.0,711874.0,54825.0
28,28,8.0,16.0,716209.0,99176.0
29,29,8.0,32.0,714458.0,189310.0
30,30,8.0,64.0,716839.0,376579.0
31,31,8.0,128.0,718218.0,741295.0
32,32,16.0,1.0,864183.0,22277.0
33,33,16.0,2.0,861737.0,29624.0
34,34,16.0,4.0,864054.0,38618.0
35,35,16.0,8.0,864945.0,67787.0
36,36,16.0,16.0,864639.0,126139.0
37,37,16.0,32.0,855698.0,244292.0
38,38,16.0,64.0,861729.0,466586.0
39,39,16.0,128.0,863915.0,938652.0
40,40,32.0,1.0,1128820.0,28233.0
41,41,32.0,2.0,1129500.0,39630.0
42,42,32.0,4.0,1126140.0,63154.0
43,43,32.0,8.0,1125710.0,116241.0
44,44,32.0,16.0,1127820.0,223380.0
45,45,32.0,32.0,1125660.0,435259.0
46,46,32.0,64.0,1128710.0,833198.0
47,47,32.0,128.0,1131650.0,1721960.0
48,48,64.0,1.0,1882290.0,50987.0
49,49,64.0,2.0,1882850.0,70877.0
50,50,64.0,4.0,1883800.0,114311.0
51,51,64.0,8.0,1878110.0,214777.0
52,52,64.0,16.0,1883970.0,415838.0
53,53,64.0,32.0,1883200.0,800601.0
54,54,64.0,64.0,1885550.0,1538810.0
55,55,64.0,128.0,1880460.0,3058680.0
