,index,threads,nrhs,time1,time2
0,0,1.0,1.0,10416.7,1779.93
1,1,1.0,2.0,10491.9,2172.8
2,2,1.0,4.0,10470.6,2199.73
3,3,1.0,8.0,10391.9,3338.2
4,4,1.0,16.0,10343.8,6062.13
5,5,1.0,32.0,10436.8,13459.6
6,6,1.0,64.0,10505.8,28095.6
7,7,1.0,128.0,10650.6,60269.8
8,8,2.0,1.0,10630.3,1809.3
9,9,2.0,2.0,10810.0,2236.07
10,10,2.0,4.0,10681.1,2326.17
11,11,2.0,8.0,10813.1,3817.57
12,12,2.0,16.0,11515.3,7202.87
13,13,2.0,32.0,10869.2,14835.9
14,14,2.0,64.0,10863.8,31220.6
15,15,2.0,128.0,10962.5,64449.4
16,16,4.0,1.0,11186.3,1890.8
17,17,4.0,2.0,11348.3,2331.37
18,18,4.0,4.0,11361.7,2590.63
19,19,4.0,8.0,11308.2,4234.87
20,20,4.0,16.0,11324.7,8129.2
21,21,4.0,32.0,11430.7,16564.5
22,22,4.0,64.0,11388.5,33446.0
23,23,4.0,128.0,11444.8,68155.0
24,24,8.0,1.0,12279.2,1990.1
25,25,8.0,2.0,12273.1,2439.77
26,26,8.0,4.0,12230.8,2871.33
27,27,8.0,8.0,12158.9,4821.93
28,28,8.0,16.0,12347.2,9572.5
29,29,8.0,32.0,12366.5,19322.7
30,30,8.0,64.0,12393.8,38183.7
31,31,8.0,128.0,12340.7,78300.3
32,32,16.0,1.0,14068.9,2109.9
33,33,16.0,2.0,13977.5,2614.07
34,34,16.0,4.0,13961.4,3600.4
35,35,16.0,8.0,14129.8,6793.7
36,36,16.0,16.0,14106.5,13588.6
37,37,16.0,32.0,14687.9,27493.6
38,38,16.0,64.0,14099.9,54815.3
39,39,16.0,128.0,14679.0,110078.0
40,40,32.0,1.0,17867.1,2625.2
41,41,32.0,2.0,17802.5,3461.5
42,42,32.0,4.0,18017.9,6306.6
43,43,32.0,8.0,18209.8,12291.7
44,44,32.0,16.0,18147.7,23893.9
45,45,32.0,32.0,18190.2,46792.4
46,46,32.0,64.0,18063.4,92981.6
47,47,32.0,128.0,18245.5,190712.0
48,48,64.0,1.0,27726.4,5331.27
49,49,64.0,2.0,28544.3,8172.0
50,50,64.0,4.0,27812.3,12972.0
51,51,64.0,8.0,27550.5,24178.6
52,52,64.0,16.0,27441.7,45202.3
53,53,64.0,32.0,27643.9,88497.2
54,54,64.0,64.0,28428.0,173320.0
55,55,64.0,128.0,27644.1,345778.0
