,index,threads,nrhs,time1,time2
0,0,1.0,1.0,75337.7,8201.7
1,1,1.0,2.0,76486.0,10134.5
2,2,1.0,4.0,76624.3,10215.5
3,3,1.0,8.0,76313.1,14036.5
4,4,1.0,16.0,76881.7,22426.2
5,5,1.0,32.0,76225.6,42894.2
6,6,1.0,64.0,77375.1,87663.6
7,7,1.0,128.0,76207.2,180698.0
8,8,2.0,1.0,78324.9,9024.9
9,9,2.0,2.0,78239.7,10870.5
10,10,2.0,4.0,78092.6,11051.3
11,11,2.0,8.0,78134.7,15319.9
12,12,2.0,16.0,77943.0,23354.5
13,13,2.0,32.0,77758.5,44194.5
14,14,2.0,64.0,78243.0,91475.2
15,15,2.0,128.0,78554.0,185319.0
16,16,4.0,1.0,79602.9,9379.4
17,17,4.0,2.0,79140.0,11239.0
18,18,4.0,4.0,79029.3,11545.2
19,19,4.0,8.0,78859.9,15855.8
20,20,4.0,16.0,79286.6,24234.9
21,21,4.0,32.0,80319.6,46647.4
22,22,4.0,64.0,80454.2,92494.8
23,23,4.0,128.0,80337.8,187451.0
24,24,8.0,1.0,81168.9,9653.4
25,25,8.0,2.0,80913.0,11582.3
26,26,8.0,4.0,80620.8,12071.4
27,27,8.0,8.0,81100.7,16716.3
28,28,8.0,16.0,81625.4,26102.4
29,29,8.0,32.0,81801.0,49569.8
30,30,8.0,64.0,81700.8,97823.6
31,31,8.0,128.0,82121.4,198973.0
32,32,16.0,1.0,84296.7,10146.6
33,33,16.0,2.0,85089.6,12282.6
34,34,16.0,4.0,84071.6,13373.0
35,35,16.0,8.0,85226.8,19213.4
36,36,16.0,16.0,85680.2,30997.4
37,37,16.0,32.0,85500.8,59388.2
38,38,16.0,64.0,86113.4,116391.0
39,39,16.0,128.0,85425.0,236169.0
40,40,32.0,1.0,91190.7,11930.2
41,41,32.0,2.0,91120.7,14618.4
42,42,32.0,4.0,92049.4,18457.0
43,43,32.0,8.0,92269.0,28510.6
44,44,32.0,16.0,92600.4,48516.2
45,45,32.0,32.0,92980.2,90821.8
46,46,32.0,64.0,92629.4,175360.0
47,47,32.0,128.0,93178.6,362764.0
48,48,64.0,1.0,108035.0,25443.7
49,49,64.0,2.0,110076.0,29889.0
50,50,64.0,4.0,109414.0,37029.8
51,51,64.0,8.0,110658.0,55383.0
52,52,64.0,16.0,110715.0,91289.6
53,53,64.0,32.0,110302.0,170221.0
54,54,64.0,64.0,111499.0,317713.0
55,55,64.0,128.0,110862.0,629297.0
