,index,threads,nrhs,time1,time2
0,0,1.0,1.0,980.79,191.37
1,1,1.0,2.0,980.51,207.28
2,2,1.0,4.0,977.86,272.34
3,3,1.0,8.0,996.49,393.77
4,4,1.0,16.0,999.74,642.0
5,5,1.0,32.0,989.4,1254.3
6,6,1.0,64.0,988.81,2572.76
7,7,1.0,128.0,1031.9,5312.4
8,8,2.0,1.0,1060.92,203.81
9,9,2.0,2.0,1051.05,210.05
10,10,2.0,4.0,1062.71,294.93
11,11,2.0,8.0,1059.09,402.6
12,12,2.0,16.0,1037.12,640.31
13,13,2.0,32.0,1051.98,1282.06
14,14,2.0,64.0,1060.5,2648.6
15,15,2.0,128.0,1102.8,5541.4
16,16,4.0,1.0,1120.47,204.58
17,17,4.0,2.0,1124.76,219.98
18,18,4.0,4.0,1136.16,294.4
19,19,4.0,8.0,1137.74,412.65
20,20,4.0,16.0,1169.75,698.57
21,21,4.0,32.0,1125.5,1379.2
22,22,4.0,64.0,1189.7,2790.2
23,23,4.0,128.0,1194.9,5834.0
24,24,8.0,1.0,1324.06,228.48
25,25,8.0,2.0,1324.17,251.97
26,26,8.0,4.0,1314.81,307.13
27,27,8.0,8.0,1323.17,442.38
28,28,8.0,16.0,1290.9,743.3
29,29,8.0,32.0,1336.0,1483.3
30,30,8.0,64.0,1365.8,3031.6
31,31,8.0,128.0,1402.1,6776.3
32,32,16.0,1.0,1700.44,261.67
33,33,16.0,2.0,1682.62,277.4
34,34,16.0,4.0,1706.13,342.56
35,35,16.0,8.0,1606.1,486.5
36,36,16.0,16.0,1657.3,806.4
37,37,16.0,32.0,1660.8,1681.9
38,38,16.0,64.0,1670.8,3765.2
39,39,16.0,128.0,1663.7,8255.1
40,40,32.0,1.0,2421.68,354.33
41,41,32.0,2.0,2428.42,360.4
42,42,32.0,4.0,2247.3,428.7
43,43,32.0,8.0,2310.2,607.8
44,44,32.0,16.0,2344.8,1038.3
45,45,32.0,32.0,2348.4,2394.8
46,46,32.0,64.0,2316.6,5384.7
47,47,32.0,128.0,2412.0,11993.1
48,48,48.0,1.0,3121.17,445.88
49,49,48.0,2.0,3236.5,469.9
50,50,48.0,4.0,3031.2,583.1
51,51,48.0,8.0,3163.1,920.4
52,52,48.0,16.0,3174.6,1819.6
53,53,48.0,32.0,3257.5,4260.5
54,54,48.0,64.0,2967.7,9246.7
55,55,48.0,128.0,3120.9,16711.7
