,index,threads,nrhs,time1,time2
0,0,1.0,1.0,2886.15,573.11
1,1,1.0,2.0,2355.9,496.64
2,2,1.0,4.0,1828.82,362.66
3,3,1.0,8.0,1639.33,356.07
4,4,1.0,16.0,1658.93,416.06
5,5,1.0,32.0,1648.27,639.64
6,6,1.0,64.0,1634.25,1065.99
7,7,1.0,128.0,1660.1,2243.8
8,8,2.0,1.0,1669.65,330.38
9,9,2.0,2.0,1658.77,338.3
10,10,2.0,4.0,1664.4,326.9
11,11,2.0,8.0,1780.69,379.18
12,12,2.0,16.0,1680.51,484.63
13,13,2.0,32.0,1696.86,799.9
14,14,2.0,64.0,1808.5,1460.7
15,15,2.0,128.0,1761.3,2683.6
16,16,4.0,1.0,1815.16,353.73
17,17,4.0,2.0,1905.93,401.22
18,18,4.0,4.0,1834.16,363.36
19,19,4.0,8.0,1776.41,399.85
20,20,4.0,16.0,1844.9,576.85
21,21,4.0,32.0,1925.0,978.4
22,22,4.0,64.0,1993.4,1665.7
23,23,4.0,128.0,2045.5,3093.3
24,24,8.0,1.0,1936.53,376.41
25,25,8.0,2.0,1933.44,380.68
26,26,8.0,4.0,1931.95,365.36
27,27,8.0,8.0,1995.77,455.93
28,28,8.0,16.0,1982.9,637.0
29,29,8.0,32.0,2434.1,2111.8
30,30,8.0,64.0,2295.7,2675.1
31,31,8.0,128.0,2466.0,4906.6
32,32,16.0,1.0,2336.65,471.86
33,33,16.0,2.0,2379.95,480.14
34,34,16.0,4.0,2294.25,472.39
35,35,16.0,8.0,2231.0,642.0
36,36,16.0,16.0,2838.8,1406.7
37,37,16.0,32.0,2807.0,2356.9
38,38,16.0,64.0,2604.4,4160.8
39,39,16.0,128.0,2603.5,10415.4
40,40,32.0,1.0,3199.22,702.54
41,41,32.0,2.0,3266.05,697.24
42,42,32.0,4.0,3644.5,788.9
43,43,32.0,8.0,3674.6,1091.3
44,44,32.0,16.0,3678.5,2094.5
45,45,32.0,32.0,3884.1,4310.4
46,46,32.0,64.0,3814.5,10409.7
47,47,32.0,128.0,4121.0,25292.7
48,48,64.0,1.0,7763.64,1460.56
49,49,64.0,2.0,9122.2,1507.2
50,50,64.0,4.0,7681.3,1539.1
51,51,64.0,8.0,7372.7,2070.4
52,52,64.0,16.0,6240.4,3501.2
53,53,64.0,32.0,5472.4,7247.8
54,54,64.0,64.0,5340.4,16198.9
55,55,64.0,128.0,5031.1,44241.8
